filepath,xmin,xmax,ymin,ymax
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars163_png.rf.f80d906b8418db0b65bdaccc0bece546.xml,224,378,321,374
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars164_png.rf.18e7ea5b192abc6b931009296e6a0427.xml,269,399,329,427
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars164_png.rf.3f5aa38cba700f300b0927e8fa27781a.xml,283,417,329,427
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars164_png.rf.8a71ee1ba7c54771dc44cc3625b1eb46.xml,253,380,356,455
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars165_png.rf.3a7ce180d778af658e133c189f018dc7.xml,258,332,434,480
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars165_png.rf.a3b9ba9e62f95003c16660e8c0c87505.xml,228,301,374,434
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars165_png.rf.e070f79b383482a7c08c51268612003d.xml,268,342,373,432
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars166_png.rf.1176f9006882cd088630f8f2a057ee4c.xml,289,407,177,225
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars166_png.rf.c87c9ed0eee0af88a798bc0e69774331.xml,301,416,209,257
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars166_png.rf.cffe1a8c2c155240d5a2f3e39a48040a.xml,306,421,154,208
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars167_png.rf.664c5b5d0092dc429e92a18bcf312404.xml,234,429,389,446
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars167_png.rf.9d8c3925e9ff0a0bb89856b0eb751e13.xml,246,442,419,480
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars167_png.rf.dc87cd00702acacb3ea9c02a617e4918.xml,190,388,391,447
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars168_png.rf.13d73167c0582d84c17933da96983d10.xml,147,244,277,343
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars168_png.rf.79ac3d36fc287c0ca23c55ddf5e68cbd.xml,164,265,262,334
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars168_png.rf.b702369a8a1ef5562b78f688799d2f61.xml,100,199,299,370
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars16_png.rf.528d288019ddd75cefd252f21c8f424a.xml,9,45,509,535
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars16_png.rf.62ee4c0b83724ff64d22a46ce2dc6ff9.xml,68,102,512,540
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars16_png.rf.8b7d04b3b6767db094441ef7a0b2e6a1.xml,47,81,501,530
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars170_png.rf.81e1be262315444b3555491798a652fc.xml,404,454,335,398
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars170_png.rf.ae80d3f63c78ea3699e1695c7d65b4d6.xml,406,456,351,412
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars170_png.rf.dcefa5f7332fd63c7492479f541d8332.xml,365,413,372,431
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars172_png.rf.2d0ce2b293fc73e3d1c3b8d14d0c9a6b.xml,235,416,342,406
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars172_png.rf.6be65ef4b893d1d63e10df4345933120.xml,231,412,319,367
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars172_png.rf.d5cd06b954b1b607b4697149366ed3d0.xml,256,438,344,411
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars173_png.rf.28db0359863d9d47abdffb94b5560dc3.xml,240,374,288,438
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars173_png.rf.5eeaa0188d1f49417bcdafdefda61bc2.xml,235,370,311,455
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars173_png.rf.d5d74a37f7bad926f3c2b5044897cda1.xml,285,408,321,461
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars174_png.rf.4620307ac9e7b76ded9101d8ba5bfabc.xml,410,450,402,431
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars174_png.rf.a0cafc3b9a4d3c0ab7da0795c74d12c6.xml,424,463,445,471
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars174_png.rf.b87c4cf8ca6430a209100809909e01cc.xml,449,486,430,457
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars176_png.rf.13d79f7232c040e65ac786f57a841d39.xml,90,462,166,425
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars176_png.rf.3a7a2b5675dc0708f3ecfc0950bb04fc.xml,131,490,180,429
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars176_png.rf.86b5601c6155ad3566680068c1e46bb5.xml,127,480,144,419
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars177_png.rf.80a4541874b7a806df562920d70240c9.xml,275,443,472,543
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars177_png.rf.cbcc1bb936749c2bafb9582b2fd55e00.xml,298,470,476,550
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars177_png.rf.cc52d797e5a5e961cc027370d6a5e7e1.xml,217,388,430,497
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars178_png.rf.49a0ccf144ed809dee2751c3fbabebac.xml,283,385,526,601
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars178_png.rf.bc75b316cbc985a701b388e848039a94.xml,234,338,541,623
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars178_png.rf.f8b1631293d6d7658be42fe9074f5646.xml,325,433,472,555
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars179_png.rf.184c8e0f215ae287e240b7694e0746c5.xml,70,173,367,463
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars179_png.rf.d64750b8f8e93c5305ef449c63e985c8.xml,132,231,387,475
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars179_png.rf.f2818eb71acd97c6c9a5b0aed86214f3.xml,159,264,396,492
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars17_png.rf.484289a1a8bb181c491ace4af9d11f91.xml,472,545,417,461
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars17_png.rf.9c3eb5afd2063065202ec18f60cd4748.xml,446,522,410,456
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars17_png.rf.f4375e120324449dcfd14a7b0fc57bc6.xml,483,556,461,503
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars181_png.rf.4ed372909d89b36d3519d20535f3f771.xml,173,343,315,340
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars181_png.rf.51d6072de6ff71d36ed35e349e388adf.xml,200,368,332,372
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars181_png.rf.e288508f20fba8e7daf5ab7763a3ebc2.xml,169,339,299,327
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars182_png.rf.1bb06552ee85bdb1de26895d3e7d47c5.xml,264,402,368,434
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars182_png.rf.8ca680e98ec405d611d71714e3c4f0a0.xml,237,376,401,462
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars182_png.rf.e67a8dee3dce031a773c37773a5e042d.xml,247,385,359,428
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars183_png.rf.3a6bb32cf486e4a138143c067f185a51.xml,117,290,263,341
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars183_png.rf.7d7efaca0a551d95ed2c09697b34d1a0.xml,65,240,263,341
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars183_png.rf.8bb72ae181160c19b59149c5683a536f.xml,121,295,256,323
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars184_png.rf.37de13b2d02416b68e5284b2f0c1c27c.xml,210,293,421,460
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars184_png.rf.664949e1544a81fbf878c649e6575a0a.xml,267,347,432,474
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars184_png.rf.afb7a65a962f8d08e282176fecf3b041.xml,258,336,388,431
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars185_png.rf.45b79ca4b1e4860fe8b50316d4ea846a.xml,235,460,373,505
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars185_png.rf.950f29549bb6359e8c776a91aadf16f9.xml,266,495,356,472
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars185_png.rf.9c4d2682556cf3e2ac3511fa191c27eb.xml,258,484,373,505
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars186_png.rf.1e9090f482c5601948d439d3b5fc2feb.xml,269,365,445,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars186_png.rf.6a4358d55710526b3f3603ae0e186ec0.xml,308,406,393,449
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars186_png.rf.e61b916ed5c79d950e92d8395a804fbb.xml,328,428,436,483
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars190_png.rf.abb3aaf747d1d388e306b960f000ded4.xml,285,444,463,528
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars190_png.rf.c129aabfbb726d661153e75af17a0513.xml,232,386,440,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars190_png.rf.d3fd56a2b970ef8a9ded14f59dbdf4ed.xml,290,450,461,523
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars191_png.rf.165ea0707a12ec2cc77879d94252447f.xml,170,333,503,579
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars191_png.rf.3191d81415280dde549763cf5aacfc6a.xml,199,366,500,572
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars191_png.rf.7b156542a37d1c5c8fc15cd048152f24.xml,162,324,505,583
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars192_png.rf.3f46c65cfce416d4e239bb286187a494.xml,193,400,375,462
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars192_png.rf.a8f812d68ab1f1b72a6be233c5d07c9f.xml,185,393,404,477
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars192_png.rf.ea12ae02e7eb69c100b7921920306ea9.xml,245,454,411,481
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars193_png.rf.0afeebaf316307517a3635f4e15ca956.xml,531,592,456,509
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars193_png.rf.786506c62865658d677c7a42b9e27eac.xml,467,525,475,526
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars193_png.rf.f14e56d8c51a31e251c3e5d9ad7ce461.xml,506,566,456,509
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars194_png.rf.7269abe402b0388d815f4480bc0d0809.xml,437,510,381,420
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars194_png.rf.88d0efe4bab0fc52b29ff0a20bb174a8.xml,411,486,453,495
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars194_png.rf.b9fb74928ddf33fc438be00b3611648f.xml,417,491,420,457
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars195_png.rf.31db2e6969d610a7ade6f6b43c572699.xml,543,624,458,503
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars195_png.rf.b8ce5a4d19050cc29de478da588cc3c7.xml,484,560,475,518
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars195_png.rf.da9b680cbfe9865e1336af9f09df1cbc.xml,451,530,475,518
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars196_png.rf.08ef8b31a861e3fcc936439b2d7f6cee.xml,164,204,319,349
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars196_png.rf.1a5d439c54ffa5fef6daa255d2c9a585.xml,184,225,322,353
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars196_png.rf.5f3cbf1035532099f25020c421bfb404.xml,182,223,308,338
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars199_png.rf.530d917bb72a3ef3b1a37373f8fb7b87.xml,112,528,215,395
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars199_png.rf.7443ffc3adc30da7df9107567f4cc033.xml,92,494,215,395
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars199_png.rf.7d678a29d4ad5307fa044b3a96de5577.xml,99,504,178,374
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars19_png.rf.8de7f93662e7dea359f44d6e2bfc7528.xml,221,334,522,606
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars19_png.rf.b27962321701a94dc50c4b0f9536345b.xml,200,315,526,613
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars19_png.rf.cd3cbca975ae7cf2db2c6bcce16ef1fc.xml,253,367,507,584
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars1_png.rf.7866612578f37e3b1fc9d8cbdbd9b534.xml,244,457,344,438
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars1_png.rf.ad271eec962dbe8767e1a398c244308a.xml,231,440,324,410
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars1_png.rf.d04c37b0a4f7f402da971100a7230159.xml,175,388,354,458
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars202_png.rf.9ae53fee7e853697b37f36a4f3fb4463.xml,456,555,446,490
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars202_png.rf.f0fe51f1612ced5abcc7bae6117fabba.xml,398,497,399,439
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars202_png.rf.fb3241891a0c6081ff2cd9315ebaa79d.xml,393,492,449,493
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars204_png.rf.331625087da7e1be09946dc58c35e2c4.xml,234,347,257,333
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars204_png.rf.533de1b85027f4cda5a13fd234fe87de.xml,260,374,258,335
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars204_png.rf.e1226ea352ac23724b8acc4214458fbd.xml,261,375,274,358
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars205_png.rf.59b29a604b3b7a617408bb9932ef190b.xml,222,332,230,297
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars205_png.rf.bf4481afc102ebd334243f11f56d9d4d.xml,237,344,273,338
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars205_png.rf.fb6e14ca881070ee38cb40cd02e35bf7.xml,251,356,256,316
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars206_png.rf.4f0075a7e1552f5db39cc18e56c71d22.xml,116,230,397,445
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars206_png.rf.ca9a83dad778e568bcf280f61cb07952.xml,126,239,386,434
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars206_png.rf.e173c08df0ee422440fe5b40abbd1a72.xml,179,292,371,425
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars207_png.rf.331c81de8f24e2e84f5e1fac585a9efd.xml,401,599,320,377
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars207_png.rf.597ffd9b46bbd6964cf3bd0fb9733595.xml,414,613,332,394
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars207_png.rf.d0de2810b7190a0ba085518ec8b4a44f.xml,434,636,296,349
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars208_png.rf.192f9b03ff98d1579e111c67fde4eba0.xml,194,347,319,446
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars208_png.rf.7260ae9121efceec99835232ded61fa4.xml,205,355,284,398
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars208_png.rf.e760d5d9d5258c06a2a196fc29978f8a.xml,205,355,263,385
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars209_png.rf.2a266c51df17baa3e6ecc407cda7b414.xml,534,582,416,450
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars209_png.rf.5707edfe9a464c078f42d6900bee4d91.xml,616,641,293,329
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars209_png.rf.d4244bba3163b464eb911c395aef6abd.xml,614,641,344,376
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars20_png.rf.094443e32e424c1e3e2e83f2741d8fe1.xml,44,86,350,410
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars20_png.rf.599075d3d2127e7d09285d0df64c00c7.xml,1,28,356,411
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars20_png.rf.98f9532a4b098c4c368de00f09df80b0.xml,30,69,346,400
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars211_png.rf.0b13bec90d33a38f4dfd3f7724162f22.xml,59,641,139,510
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars211_png.rf.7900dca5c7062aaf9b7fa038c2c09879.xml,56,641,106,497
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars211_png.rf.801dc7713cf13dccb22cce3672ee2baf.xml,9,604,109,497
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars212_png.rf.4886888b866879bd2a4ac380cea18ff2.xml,145,440,207,296
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars212_png.rf.6a16e627e05c131146dc4260c2f1a8b5.xml,186,475,172,282
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars212_png.rf.9742df769acccf3e0923fb260645ba4a.xml,173,460,193,291
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars213_png.rf.174322393394bf610abd8aa435c10fde.xml,241,375,367,454
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars213_png.rf.2b5fb7b7b85972ef20bf58a9f7e481fa.xml,253,389,319,399
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars213_png.rf.85272de1861a1f7e137c1fc5862e0a68.xml,269,409,319,399
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars214_png.rf.06463d55cdb8f307f25e642f0eb6496d.xml,272,316,331,367
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars214_png.rf.ab60b9e33f303bde43f837f3a7ea4942.xml,278,321,287,325
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars214_png.rf.e1a519273f4e68beea267c8aa5b681c7.xml,266,310,348,387
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars215_png.rf.040eca7bfba65755124be388fe8f064f.xml,137,248,313,369
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars215_png.rf.2986b6a219cc5f9469c99db737ce2bc1.xml,175,288,278,333
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars215_png.rf.515d79c5f4f9e9d6505342b9d94820a3.xml,133,245,299,345
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars219_png.rf.04962633d55bbfd12f14379f44b29968.xml,140,490,257,355
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars219_png.rf.3bc04af28e459b5022ebbdc99c79355a.xml,150,501,254,347
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars219_png.rf.82fdc2e998bb93ce306361b69136434d.xml,105,464,245,334
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars21_png.rf.2fee56cde01302933a3add030e516002.xml,269,377,360,421
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars21_png.rf.6a528e03fb638c37942a6ca9f5962898.xml,298,401,345,404
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars21_png.rf.ba253fec60b2bce3ad5b551712bf46bf.xml,279,385,340,400
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars220_png.rf.0822e6186e7de9280be15ccc3304beb0.xml,190,265,383,418
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars220_png.rf.8ec3a056e7a9f4d12ca1278d3f39b569.xml,210,284,428,462
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars220_png.rf.c93db8c8b8cc11177bdea55513a49b54.xml,179,255,410,440
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars221_png.rf.628561c6d47c36b139555f61d4fb24c4.xml,197,239,347,382
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars221_png.rf.97c706dd2d413d893d929c6140b78fbd.xml,123,165,363,402
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars221_png.rf.d96fe6c6259f100b46dbba9c15356271.xml,153,194,334,366
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars223_png.rf.2ed188430e76c51ec97469d6e212fe5f.xml,484,548,388,431
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars223_png.rf.899e6e5279a070fe245f3a564c9bc805.xml,473,537,446,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars223_png.rf.bed0f3356e332d445a4d9a1103d1bb5a.xml,522,584,455,506
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars224_png.rf.09e9937bc30c16f2a34c5435d6c4fe94.xml,259,344,408,462
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars224_png.rf.23ded2dd3cc1e29448d81e15b784bd06.xml,201,288,410,463
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars224_png.rf.9ca5c03490a9312297f4fdff4795f2f1.xml,219,303,419,470
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars225_png.rf.3329da3ba78d4fcf02d7aa65635851e3.xml,227,404,269,348
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars225_png.rf.bee6d882777c2419e48d01b9e1013e9b.xml,238,416,298,374
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars225_png.rf.c2f7b8e699086c65b32c8029fdf66e96.xml,225,402,306,388
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars226_png.rf.2bd6ad15dd77a0ece3a5163e7fd291e5.xml,378,483,502,549
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars226_png.rf.e41786318c3b9d5bee22c7cedb8e5f72.xml,378,483,484,525
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars226_png.rf.f531bf2df7ac8f3c23238c305a23a106.xml,384,488,514,564
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars227_png.rf.83c051a34960ec1836a82304d2e41ae4.xml,156,217,491,519
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars227_png.rf.e289bd8f1689893460b24144c7acfff8.xml,144,206,493,520
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars227_png.rf.f12cce99813bc7be5172a3d646caedaf.xml,205,265,472,498
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars228_png.rf.0602d258312dd1e13c2ee5593cf2d681.xml,114,167,414,469
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars228_png.rf.e6f6b3ec6dc9ce5b4910195c41dd092c.xml,89,145,399,456
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars228_png.rf.f53e14561d618aa9f9348b1cbfe8039b.xml,95,150,420,478
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars229_png.rf.7491e5c5f63ddffcf2704f3bd04776b5.xml,442,491,498,528
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars229_png.rf.8564b3c43029b9c470ea5c21ef54e888.xml,420,468,505,536
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars229_png.rf.ef7a10f5cec05a228790b1454029be9c.xml,425,474,435,466
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars22_png.rf.411ecf59874906c99388e98a3d55fcb9.xml,325,410,253,286
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars22_png.rf.6b12840f62f303f33a3c7ac2adce69d7.xml,355,443,233,262
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars22_png.rf.ca284edce0a4358741a91cf8d3f01755.xml,341,427,237,267
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars231_png.rf.d16cee14722040e8bb10d22fb862983a.xml,133,247,386,430
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars231_png.rf.e3877d0591107b31f539dae542ef73b5.xml,144,260,365,420
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars231_png.rf.febf5f80e88859b9baf06daec815e2c8.xml,115,227,372,424
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars232_png.rf.3db849196c59c261a4270d7d122547af.xml,297,385,388,451
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars232_png.rf.bc3906961148bd490a217568327202c3.xml,299,387,360,420
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars232_png.rf.fd66e2947c92ff23ccae6bde485cbeb7.xml,255,343,398,464
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars233_png.rf.2271dec5f020839121b88791fdec0b07.xml,295,408,255,332
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars233_png.rf.44094586010d469cfd80dd9b37183096.xml,272,390,219,302
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars233_png.rf.64cf19b1979c6f9d222b7f76f0c4cbf1.xml,306,417,205,291
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars234_png.rf.0d2e8d383435cf226dcd574348ab58ef.xml,279,420,364,440
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars234_png.rf.cbf1338a0f2bf59d32dd984c16da5a35.xml,242,381,391,457
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars234_png.rf.f99189a7f9b1ec5dcb0d24970417b5dc.xml,244,383,396,460
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars235_png.rf.97fa5d98ef70fe04bc5d484c4f02b601.xml,282,436,374,450
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars235_png.rf.e940b62eff23847edb5ad5a9730989d0.xml,256,406,425,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars235_png.rf.fc68dabd9f1c3cce011a6b7fda24bbbb.xml,241,390,437,515
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars237_png.rf.0531dd9dea98c782182356fd3d232aa0.xml,341,442,317,365
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars237_png.rf.20ba7ac069bf93b2996d28897e3ce8e4.xml,302,402,315,363
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars237_png.rf.2638ccc119d87cc43e24243dcdfe89a4.xml,286,388,330,382
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Cars238_png.rf.22ceac6b4fd6efeb491adf3577f39c26.xml,333,460,294,418
